"","title","artist","top.genre","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","Country","cloudiness","temp_max_warmestMonth","temp_min_coldestMonth","temp_mean_annual","temp_annual_range","rain_mean_annual","Surf_Area_km","Pop_thou","GDP_per_cap","Urban_pop","Continent"
"125","Christmas (Baby Please Come Home)","Mariah Carey","dance pop",127,78,57,-7,11,70,153,2,3,88,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"126","Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","album rock",129,84,67,-4,11,84,126,61,3,88,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"127","Blue Christmas","Elvis Presley","adult standards",95,27,47,-17,14,58,129,90,4,87,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"128","Christmas Lights","Coldplay","permanent wave",131,42,31,-9,8,24,242,13,3,87,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"129","Santa Baby","Ariana Grande","dance pop",96,78,75,-6,28,77,171,5,14,87,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"130","Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen","heartland rock",140,67,36,-8,73,41,268,36,5,86,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"131","Fairytale of New York (feat. Kirsty MacColl)","The Pogues","celtic punk",119,65,32,-6,24,47,272,50,3,86,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"132","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"133","Feliz Navidad","José Feliciano","latin pop",149,86,49,-7,35,96,182,53,4,85,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"134","Santa Claus Is Coming To Town","The Jackson 5","adult standards",147,76,69,-5,18,96,144,42,3,85,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"135","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"136","I Saw Mommy Kissing Santa Claus","The Jackson 5","adult standards",129,71,58,-8,82,61,181,26,5,84,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"137","My Only Wish (This Year)","Britney Spears","dance pop",147,73,67,-7,20,68,255,23,3,84,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"138","Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock",180,58,51,-11,18,87,242,36,4,83,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"139","A Holly Jolly Christmas - Single Version","Burl Ives","adult standards",140,37,67,-13,10,86,133,59,3,83,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"140","Holly Jolly Christmas","Michael Bublé","adult standards",151,43,61,-9,9,74,122,86,4,82,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"141","Christmas (Baby Please Come Home)","Darlene Love","adult standards",126,76,34,-7,8,36,166,39,5,82,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"142","Ne reviens pas","Gradur","french hip hop",125,78,93,-3,17,93,189,21,6,78,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"143","Sleigh Ride","The Ronettes","adult standards",92,77,53,-7,32,85,181,40,3,77,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"144","Santa Claus Is Coming to Town","Michael Bublé","adult standards",123,40,59,-7,4,42,172,79,5,75,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"145","Hoe Het Danst","Marco Borsato","dutch cabaret",130,86,69,-3,19,42,253,6,5,75,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"146","Merry Christmas Everyone","Shakin' Stevens","new wave pop",102,71,76,-10,8,96,224,16,3,69,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"147","This Christmas","Donny Hathaway","chicago soul",93,65,63,-9,25,68,231,29,4,59,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"148","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"149","Combatchy (feat. MC Rebecca)","Anitta","baile pop",150,73,83,-3,2,61,158,38,8,86,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"150","Surtada - Remix Brega Funk","Dadá Boladão","brega funk",154,55,83,-7,18,88,153,25,6,86,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"151","Supera - Ao Vivo","Marília Mendonça","sertanejo",132,74,67,-4,96,66,148,6,6,85,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"152","Cheirosa - Ao Vivo","Jorge & Mateus","sertanejo",152,87,53,-3,33,71,182,24,9,85,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"153","Liberdade Provisória","Henrique & Juliano","sertanejo universitario",108,68,67,-6,92,70,188,63,5,84,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"154","Some que ele vem atrás","Anitta","baile pop",180,80,65,-6,38,60,195,7,17,84,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"155","Hit Contagiante","Felipe Original","brega funk",170,68,82,-7,9,96,137,13,12,84,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"156","Gaiola É o Troco","MC Du Black","funk carioca",150,84,72,-3,11,85,187,42,8,84,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"157","SENTADÃO","Pedro Sampaio","baile pop",174,87,68,-2,22,92,143,18,6,83,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"158","Tijolão - Ao Vivo","Jorge & Mateus","sertanejo",119,88,64,-4,34,69,175,47,20,83,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"159","Ferida Curada","Zé Neto & Cristiano","sertanejo universitario",146,85,49,-3,21,55,159,49,10,83,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"160","Chama Ela (feat. Pedro Sampaio)","Lexa","baile pop",150,84,89,-2,6,96,120,46,15,83,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"161","3 Batidas - Ao Vivo","Guilherme & Benuto","sertanejo pop",118,71,55,-5,76,53,157,61,13,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"162","Quarta Cadeira - Ao Vivo","Matheus & Kauan","pop nacional",76,82,56,-5,62,60,224,59,24,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"163","Contatinho - Ao Vivo Em São Paulo / 2019","Leo Santana","axe",152,93,79,-5,95,81,173,22,8,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"164","Invocada (Participação especial de Léo Santana) - Ao vivo","Ludmilla","baile pop",135,86,78,-4,93,70,157,48,5,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"165","Sentou e Gostou","MC JottaPê","funk carioca",131,67,70,-3,9,72,163,26,40,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"166","Quando a vontade bater (Participação especial de PK Delas)","Pk","brazilian edm",150,70,62,-6,15,70,166,54,25,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"167","menina solta","Giulia Be","pop nacional",92,56,63,-7,16,67,150,33,8,82,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"168","Lençol Dobrado","João Gustavo e Murilo","funk carioca",125,66,71,-5,33,67,179,36,4,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"169","Bebi Liguei - Ao Vivo","Marília Mendonça","sertanejo",154,80,60,-4,74,68,160,36,20,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"170","S de Saudade","Luíza & Maurílio","sertanejo pop",124,71,71,-4,13,79,175,62,5,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"171","Serenata - Ao Vivo","Marília Mendonça","sertanejo",132,71,71,-6,97,74,156,10,9,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"172","Todo Mundo Vai Sofrer - Ao Vivo","Marília Mendonça","sertanejo",111,74,62,-4,41,58,155,28,7,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"173","Verdinha","Ludmilla","baile pop",138,95,85,-4,12,63,160,35,12,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"174","choque térmico - ao vivo","Luan Santana","funk carioca",127,76,74,-6,83,73,180,34,4,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"175","Ela Vem","MC G15","brega funk",185,63,62,-7,7,59,197,62,55,81,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"176","A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília","Diego & Victor Hugo","sertanejo pop",119,88,54,-3,93,63,183,72,10,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"177","Para, Pensa e Volta - Ao Vivo","Yasmin Santos","sertanejo pop",112,79,61,-3,24,57,174,25,4,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"178","Algo Mais (Amante) - Ao Vivo","Xand Avião","funk carioca",140,84,70,-3,75,67,232,28,6,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"179","Espaçosa Demais - Ao Vivo","Felipe Araújo","funk carioca",160,89,68,-4,23,71,179,38,8,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"180","Vou Ter Que Superar - Ao Vivo","Matheus & Kauan","pop nacional",106,72,51,-6,87,42,189,77,6,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"181","To Voando Alto","Mc Poze do Rodo","funk carioca",145,68,89,-3,8,80,137,31,17,80,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"182","Aí Eu Bebo - Ao Vivo","Maiara & Maraisa","sertanejo universitario",136,68,83,-5,41,85,174,48,7,79,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"183","Com ou Sem Mim (Ao Vivo em Fortaleza)","Gustavo Mioto","sertanejo",142,72,61,-4,96,30,202,16,5,79,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"184","Se Prepara 2","Mc Livinho","funk carioca",130,45,65,-9,11,36,147,11,52,79,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"185","A Gente Fez Amor - Ao Vivo","Gusttavo Lima","sertanejo universitario",134,94,79,-2,96,83,238,37,3,78,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"186","Relógio Parado (Ao Vivo)","Diego & Arnaldo","sertanejo",125,94,74,-1,97,73,181,5,5,78,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"187","Solteiro Não Trai - Ao Vivo","Gustavo Mioto","sertanejo",158,83,49,-3,96,60,187,48,20,78,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"188","Fingindo Maturidade - Ao Vivo","Mano Walter","forro",166,92,58,-3,94,74,189,29,10,77,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"189","Áudio - Ao Vivo em Brasília","Diego & Victor Hugo","sertanejo pop",110,81,61,-5,42,45,190,52,4,77,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"190","Dois Lados","Wesley Safadão","forro",160,85,66,-4,10,93,147,42,5,77,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"191","Mil Anos - Recorded At Mosh Studios, São Paulo","Jorge & Mateus","sertanejo",135,70,62,-8,8,45,189,29,7,74,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"192","quando a bad bater - ao vivo","Luan Santana","funk carioca",128,79,65,-5,53,53,180,30,4,71,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"193","Fake News - Ao Vivo","Gustavo Mioto","sertanejo",114,64,80,-3,97,73,175,47,5,70,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"194","Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Zé Neto & Cristiano","sertanejo universitario",196,90,39,-4,91,47,182,45,41,68,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"195","Carreira Solo - Ao Vivo","Gusttavo Lima","sertanejo universitario",127,93,81,-1,87,92,216,41,4,67,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"196","Quem Traiu Levou - Ao Vivo","Gusttavo Lima","sertanejo universitario",174,96,59,-2,32,83,154,32,8,66,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"197","Tiro Certo - Ao Vivo","Zé Felipe","funk carioca",130,91,71,-5,71,69,179,56,7,65,"Brazil",218.4850954,32.01369408,16.51498992,24.44774936,15.49870416,1752.792411,8515767,209288,8528.3,85.7,"South_America"
"198","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"199","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"200","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"201","Santa Tell Me","Ariana Grande","dance pop",192,62,53,-7,29,59,204,5,12,95,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"202","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",67,47,59,-9,51,90,126,61,5,93,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"203","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",202,60,24,-8,12,78,152,77,4,92,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"204","Jingle Bell Rock","Bobby Helms","adult standards",120,42,75,-8,7,81,131,64,4,92,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"205","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",147,61,33,-11,77,40,214,32,3,92,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"206","Mistletoe","Justin Bieber","canadian pop",162,56,66,-9,8,85,183,50,5,92,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"207","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards",142,26,65,-13,36,84,155,90,6,91,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"208","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock",95,51,77,-9,7,77,228,32,3,91,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"209","The Christmas Song (Merry Christmas To You)","Nat King Cole","adult standards",79,21,32,-15,14,21,192,92,3,89,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"210","White Christmas","Bing Crosby","adult standards",131,16,32,-16,34,25,177,67,4,89,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"211","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards",134,24,45,-14,18,70,117,91,4,89,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"212","Have Yourself A Merry Little Christmas","Sam Smith","pop",75,18,44,-9,32,34,171,96,4,89,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"213","The Box","Roddy Ricch","melodic rap",117,59,90,-7,79,64,197,10,6,89,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"214","Underneath the Tree","Kelly Clarkson","dance pop",160,81,51,-5,21,69,230,0,5,88,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"215","Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","album rock",129,84,67,-4,11,84,126,61,3,88,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"216","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como","adult standards",113,28,73,-12,12,72,156,76,6,88,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"217","Christmas (Baby Please Come Home)","Mariah Carey","dance pop",127,78,57,-7,11,70,153,2,3,88,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"218","Blue Christmas","Elvis Presley","adult standards",95,27,47,-17,14,58,129,90,4,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"219","Run Rudolph Run - Single Version","Chuck Berry","blues rock",152,72,68,-11,8,96,166,81,9,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"220","Santa Baby","Ariana Grande","dance pop",96,78,75,-6,28,77,171,5,14,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"221","Like It's Christmas","Jonas Brothers","boy band",146,57,73,-6,5,61,201,2,10,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"222","Step Into Christmas","Elton John","glam rock",140,93,53,-6,31,82,272,10,4,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"223","Christmas Lights","Coldplay","permanent wave",131,42,31,-9,8,24,242,13,3,87,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"224","Fairytale of New York (feat. Kirsty MacColl)","The Pogues","celtic punk",119,65,32,-6,24,47,272,50,3,86,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"225","Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen","heartland rock",140,67,36,-8,73,41,268,36,5,86,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"226","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"227","Feliz Navidad","José Feliciano","latin pop",149,86,49,-7,35,96,182,53,4,85,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"228","Santa Claus Is Coming To Town","The Jackson 5","adult standards",147,76,69,-5,18,96,144,42,3,85,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"229","Winter Wonderland","Tony Bennett","adult standards",115,37,45,-14,8,63,134,83,4,85,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"230","Baby, It's Cold Outside","Brett Eldredge","contemporary country",114,57,58,-5,27,68,174,74,4,85,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"231","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"232","I Saw Mommy Kissing Santa Claus","The Jackson 5","adult standards",129,71,58,-8,82,61,181,26,5,84,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"233","Joy To The World","Nat King Cole","adult standards",102,34,55,-10,11,66,85,82,3,84,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"234","Do You Hear What I Hear? - Remastered 2006","Bing Crosby","adult standards",102,25,57,-15,20,41,166,81,3,84,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"235","A Holly Jolly Christmas - Single Version","Burl Ives","adult standards",140,37,67,-13,10,86,133,59,3,83,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"236","Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock",180,58,51,-11,18,87,242,36,4,83,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"237","Holly Jolly Christmas","Michael Bublé","adult standards",151,43,61,-9,9,74,122,86,4,82,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"238","Christmas (Baby Please Come Home)","Darlene Love","adult standards",126,76,34,-7,8,36,166,39,5,82,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"239","Mistletoe And Holly - Remastered 1999","Frank Sinatra","adult standards",110,10,61,-14,8,34,136,80,4,81,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"240","What Christmas Means To Me","Stevie Wonder","adult standards",167,54,48,-10,8,82,147,24,4,80,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
"241","Baby, It's Cold Outside","Dean Martin","adult standards",130,20,47,-16,5,54,144,88,6,79,"Canada",231.4987023,16.42866105,-29.53506274,-6.83168979,45.96372379,453.3184227,9984670,36624,43205.6,81.8,"North_America"
